,img_no,site_url,page_url,src,alt,model_alts,approved_alt
2921,5543,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibit/nature-of-the-book,https://naturalhistory.si.edu/sites/default/files/styles/card/public/media/image/1809111400x930wolfspider-rosapineda-smithsonianrp-8-2.jpg.webp?itok=ZsGYpWTe,Wolf spider,['a close up of a spider on a black background'],
2922,5545,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits/lights-out,https://naturalhistory.si.edu/sites/default/files/styles/hero/public/media/image/pr-lightsout-56-entry2-nik6807p-babaktafreshi-twanwcredit.jpg.webp?itok=JMQjTt0Q,"night landscape with halo of stars with image credit Babak Tafreshi, TWAN",['the milky way over a mountain range at night'],
2923,5546,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits/lights-out,https://naturalhistory.si.edu/sites/default/files/styles/circle_teaser/public/media/image/nmah-rws2011-00734-004edison-bulbnobg.png.webp?itok=9L6N44uq,an Edison light bulb,['an old fashioned light bulb on a black background'],
2924,5547,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits/lights-out,https://naturalhistory.si.edu/sites/default/files/styles/gallery/public/media/image/dims-nazon-artwork-1.jpg.webp?itok=QWrhcI73,colorful beadwork represents night sky on black background,['an abstract painting of stars and planets on a black background'],
2925,5548,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits/lights-out,https://naturalhistory.si.edu/sites/default/files/styles/gallery/public/media/image/g-52-01.png.webp?itok=WH7UDNON,graph of a city scape ,['an illustration of a city at night'],
2926,5549,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits/lights-out,https://naturalhistory.si.edu/sites/default/files/styles/gallery/public/media/image/img6423hqeditforweb.png.webp?itok=z8pIT1FE,collected bird specimens with labels,['various types of birds are displayed in a tree'],
2927,5550,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits/lights-out,https://naturalhistory.si.edu/sites/default/files/styles/visual/public/media/image/s09e02-webmedium1.png.webp?itok=U4qSSFZ2,illustrated earth inside of a lightbulbt hat is being unplugged,['a hand is holding a light bulb and plugging it into an electrical outlet'],
2928,5552,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits/lights-out,https://naturalhistory.si.edu/sites/default/files/styles/card/public/media/image/africanvoicesteaser2.png.webp?itok=-SmrkRtj,a bird flying out of a cage,['a painting of a bird in a cage with a green background'],
2929,5554,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits/african-voices,https://naturalhistory.si.edu/sites/default/files/styles/hero/public/media/image/africanvoices.png.webp?itok=CdDXqp_H,African cloth patterns,['three different types of african prints hanging on a wall'],
2930,5555,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits/african-voices,https://naturalhistory.si.edu/sites/default/files/styles/circle_teaser/public/media/image/ciwaracutout.png.webp?itok=PXucHR8L,a ciwara headdress,['an african bronze sculpture of a bird on a stick'],
2931,5556,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits/african-voices,https://naturalhistory.si.edu/sites/default/files/styles/gallery/public/media/image/aqalafricanvoices.jpg.webp?itok=mc9hfkls,A portable home used in Somalia by herding communities in the African Voices exhibit.,['an exhibit with a hut and other items on display'],
2932,5557,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits/african-voices,https://naturalhistory.si.edu/sites/default/files/styles/gallery/public/media/image/marketcrossroadsafricanvoices.jpg.webp?itok=FCcTQB9f,A recreation of a Ghanaian marketplace in the African Voices Exhibit,['a display of african women in traditional clothing on display in a museum'],
2933,5558,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits/african-voices,https://naturalhistory.si.edu/sites/default/files/styles/gallery/public/media/image/ciwaramasksafricanvoices.jpg.webp?itok=-mtI0Nhl,Two wooden antelope masks with a white background.,['two metal sculptures of animals with horns on them'],
2934,5559,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits/african-voices,https://naturalhistory.si.edu/sites/default/files/styles/card/public/media/image/hoteaser2.jpg.webp?itok=-8yBV2ds,An illustration of a human ancestor,['a painting of a man with dreadlocks and a woman next to him'],
2935,5560,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits/african-voices,https://naturalhistory.si.edu/sites/default/files/styles/card/public/media/image/ancientegyptteaser.png.webp?itok=05keRv75,a sarcophagus ,['a statue of an egyptian woman wearing a headdress'],
2936,5562,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits/bone-hall,https://naturalhistory.si.edu/sites/default/files/styles/hero/public/media/image/bone-hal3.jpg.webp?itok=xsMNytNz,a bird skeleton,['a metal sculpture of a bird with a long neck'],
2937,5563,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits/bone-hall,https://naturalhistory.si.edu/sites/default/files/styles/circle_teaser/public/media/image/bones-turtle.png.webp?itok=YAqxmp3i,turtle skeleton,['the skeleton of a turtle is shown on a black background'],
2938,5564,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits/bone-hall,https://naturalhistory.si.edu/sites/default/files/styles/gallery/public/media/image/dogandcatskeletons.jpg.webp?itok=0NruU9dc,A collection of dog and cat skeletons.,['skeletons of animals are displayed on display in a museum'],
2939,5565,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits/bone-hall,https://naturalhistory.si.edu/sites/default/files/styles/gallery/public/media/image/bone-hall-whale.jpg.webp?itok=dKorYLaZ,gray whale bone high on wall above other cases of bones ,['a large whale skeleton is on display in a museum'],
2940,5566,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits/bone-hall,https://naturalhistory.si.edu/sites/default/files/styles/gallery/public/media/image/flyingfishbonehall.jpg.webp?itok=P-8mAYCf,A skeleton of a flying fish in the Bone Hall,['flying fish at the museum of natural history'],
2941,5567,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits/bone-hall,https://naturalhistory.si.edu/sites/default/files/styles/visual/public/media/image/246x0w.jpg.webp?itok=f-lOq9kY,An outline of a bull skeleton,['a black bull head on a green background'],
2942,5571,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits/janet-annenberg-hooker-hall-geology-gems-and-minerals,https://naturalhistory.si.edu/sites/default/files/styles/hero/public/media/image/78-7006.jpg.webp?itok=TNn71Bra,"four colorful (green, yellow, red, and pink) gems on black background ",['four different colored gems are shown on a black background'],
2943,5572,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits/janet-annenberg-hooker-hall-geology-gems-and-minerals,https://naturalhistory.si.edu/sites/default/files/styles/circle_teaser/public/media/image/hallgemsmineralscutoutcentered.png.webp?itok=JQxm7O3J,A cutout image of a purple mineral. ,['a cluster of purple crystals on a black background'],
2944,5573,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits/janet-annenberg-hooker-hall-geology-gems-and-minerals,https://naturalhistory.si.edu/sites/default/files/styles/gallery/public/media/image/nmnh1806185968small.jpg.webp?itok=X3RpMdxS,Three people look through display glass at the Hope Diamond.,['three people are looking at an object in a glass case'],
2945,5574,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits/janet-annenberg-hooker-hall-geology-gems-and-minerals,https://naturalhistory.si.edu/sites/default/files/styles/gallery/public/media/image/3dmodelsaltcrystal.jpg.webp?itok=RRHU55G1,Red and blue colored balls represent a 3-D model of a salt crystal.,['an image of a room with colorful balls on the walls'],
2946,5575,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits/janet-annenberg-hooker-hall-geology-gems-and-minerals,https://naturalhistory.si.edu/sites/default/files/styles/gallery/public/media/image/earthquaketracker2.jpg.webp?itok=XZ-7ZQYh,A display of live seismic activity in the Gems & Minerals Hall. ,['watch earthquakes as they happen'],
2947,5576,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits/janet-annenberg-hooker-hall-geology-gems-and-minerals,https://naturalhistory.si.edu/sites/default/files/styles/gallery/public/media/image/417244822669658939330883887685965554627392n1.jpg.webp?itok=AScSXnhV,a red topaz gem,['a red flower is lit up in the dark'],
2948,5580,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits/david-h-koch-hall-human-origins,https://naturalhistory.si.edu/sites/default/files/styles/hero/public/media/image/humanoriginsbanner.jpg.webp?itok=B5WBymu7,the entrance to the human origins exhibit,['a long hallway with several paintings on the wall'],
2949,5581,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits/david-h-koch-hall-human-origins,https://naturalhistory.si.edu/sites/default/files/styles/circle_teaser/public/media/image/humanoriginscutout.png.webp?itok=hyV_0GLK,a handprint on a rock,['an image of a rock with a hand print on it'],
2950,5582,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits/david-h-koch-hall-human-origins,https://naturalhistory.si.edu/sites/default/files/styles/gallery/public/media/image/reconstructed-faces-half-banner.jpg.webp?itok=yqowS64v,evolution in faces of fossils to humans ,['the evolution of the human face from australopithecus to neanderthals'],
2951,5583,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits/david-h-koch-hall-human-origins,https://naturalhistory.si.edu/sites/default/files/styles/gallery/public/media/image/neanderthalskeleton.jpg.webp?itok=BAlSzDVe,An image of Neanderthal bones on display in the Human Origins exhibit. ,['a large display of bones on display in a museum'],
2952,5584,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits/david-h-koch-hall-human-origins,https://naturalhistory.si.edu/sites/default/files/styles/gallery/public/media/image/nhb2010-01851-hallhumanorigins.jpg.webp?itok=Krcl7X0I,Line of human skulls in case ,['an exhibit with many different types of animals on display'],
2953,5585,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits/david-h-koch-hall-human-origins,https://naturalhistory.si.edu/sites/default/files/styles/visual/public/media/image/howebsite.png.webp?itok=j_jmEDjN,a face of a human ancestor,['an image of a man with long hair and a beard'],
2954,5589,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits/kenneth-e-behring-family-hall-mammals,https://naturalhistory.si.edu/sites/default/files/styles/hero/public/media/image/photo1giraffe39136.jpg.webp?itok=6DgM5wjg,taxidermy Giraffe drinking water in exhibit hall,['a giraffe and a hippo in a museum'],
2955,5590,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits/kenneth-e-behring-family-hall-mammals,https://naturalhistory.si.edu/sites/default/files/styles/circle_teaser/public/media/image/hallofmammalsfoxwolf.png.webp?itok=wK1n2AjK,A red wolf pouncing,['a wolf is standing on its hind legs'],
2956,5591,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits/kenneth-e-behring-family-hall-mammals,https://naturalhistory.si.edu/sites/default/files/styles/gallery/public/media/image/bronzmammal.jpg.webp?itok=7aRwTbwf,a statue of an extinct mammal in bronze,['a bronze statue of an armadillo on a white background'],
2957,5592,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits/kenneth-e-behring-family-hall-mammals,https://naturalhistory.si.edu/sites/default/files/styles/gallery/public/media/image/whiterhino164587.jpg.webp?itok=oSpUr7ml,a white rhino sits in the museum mammals hall,['a rhino laying on the floor in a museum'],
2958,5593,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits/kenneth-e-behring-family-hall-mammals,https://naturalhistory.si.edu/sites/default/files/styles/gallery/public/media/image/echidna.jpg.webp?itok=k9EF4gzR,An echidna specimen in the Mammal Hall,['a stuffed echidna on display in a museum'],
2959,5597,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits/outbreak-epidemics-connected-world,https://naturalhistory.si.edu/sites/default/files/styles/hero/public/media/image/jiro-wada-mers-sem-014.jpg.webp?itok=Y_2weJfb,Scanning electron microscope image of MERS,['a close up of a cell with yellow dots on it'],
2960,5598,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits/outbreak-epidemics-connected-world,https://naturalhistory.si.edu/sites/default/files/styles/circle_teaser/public/media/image/mosquitosmall.png.webp?itok=VFyazl1i,a mosquito,['an aedes aegypti mosquito on a black background'],
2961,5599,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits/outbreak-epidemics-connected-world,https://naturalhistory.si.edu/sites/default/files/styles/visual/public/media/image/replica-6-vaccines-deposited-millenium-time-capsule-nmah-ahb2018q018433.jpg.webp?itok=c5t1AF8L,Transparent plastic box with six vaccine vials in it.,['a clear block with several vials in it'],
2962,5603,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits/o-orkin-insect-zoo,https://naturalhistory.si.edu/sites/default/files/styles/hero/public/media/image/1809111400x930wolfspider-rosapineda-smithsonianrp-8-2.jpg.webp?itok=fB4C4_fN,Wolf spider,"[""a close up of a spider's face""]",
2963,5604,https://naturalhistory.si.edu,https://naturalhistory.si.edu/exhibits/o-orkin-insect-zoo,https://naturalhistory.si.edu/sites/default/files/styles/circle_teaser/public/media/image/test-spider.png.webp?itok=ZNBhiq1m,Spider,['an orange and black tarantula on a black background'],
